Iterations,Markets visited,runtimes,population_size
58.0,4.0,0.264631,50.0
58.0,4.0,0.278156,50.0
58.0,4.0,0.275676,50.0
58.0,4.0,0.280038,50.0
58.0,4.0,0.240617,50.0
58.0,4.0,0.279711,50.0
58.0,4.0,0.302456,50.0
58.0,4.0,0.272827,50.0
58.0,4.0,0.2825,50.0
58.0,4.0,0.28318,50.0
68.0,4.0,0.314854,50.0
68.0,4.0,0.325176,50.0
68.0,4.0,0.390904,50.0
68.0,4.0,0.338098,50.0
68.0,4.0,0.316235,50.0
68.0,4.0,0.328977,50.0
68.0,4.0,0.253509,50.0
68.0,4.0,0.335296,50.0
68.0,4.0,0.332227,50.0
68.0,4.0,0.316647,50.0
81.0,4.0,0.387344,50.0
81.0,4.0,0.39639,50.0
81.0,4.0,0.363506,50.0
81.0,4.0,0.397313,50.0
81.0,4.0,0.397925,50.0
81.0,4.0,0.386418,50.0
81.0,4.0,0.368519,50.0
81.0,4.0,0.400764,50.0
81.0,4.0,0.401507,50.0
81.0,4.0,0.402303,50.0
96.0,4.0,0.444013,50.0
96.0,4.0,0.25568,50.0
96.0,4.0,0.465305,50.0
96.0,4.0,0.460949,50.0
96.0,4.0,0.438799,50.0
96.0,4.0,0.451835,50.0
96.0,4.0,0.459373,50.0
96.0,4.0,0.319078,50.0
96.0,4.0,0.317778,50.0
96.0,4.0,0.457316,50.0
114.0,4.0,0.533198,50.0
114.0,4.0,0.563625,50.0
114.0,4.0,0.533146,50.0
114.0,4.0,0.532799,50.0
114.0,4.0,0.537375,50.0
114.0,4.0,0.53058,50.0
114.0,4.0,0.565414,50.0
114.0,4.0,0.442719,50.0
114.0,4.0,0.399017,50.0
114.0,4.0,0.575438,50.0
135.0,4.0,0.564319,50.0
135.0,4.0,0.633215,50.0
135.0,4.0,0.64174,50.0
135.0,4.0,0.637886,50.0
135.0,4.0,0.654387,50.0
135.0,4.0,0.638542,50.0
135.0,4.0,0.632441,50.0
135.0,4.0,0.64516,50.0
135.0,4.0,0.645695,50.0
135.0,4.0,0.652289,50.0
160.0,4.0,0.740085,50.0
160.0,4.0,0.769068,50.0
160.0,4.0,0.413258,50.0
160.0,4.0,0.799188,50.0
160.0,4.0,0.792449,50.0
160.0,4.0,0.758432,50.0
160.0,4.0,0.711703,50.0
160.0,4.0,0.763679,50.0
160.0,4.0,0.663044,50.0
160.0,4.0,0.746009,50.0
190.0,4.0,0.928001,50.0
190.0,4.0,0.919851,50.0
190.0,4.0,0.899503,50.0
190.0,4.0,0.921751,50.0
190.0,4.0,0.910889,50.0
190.0,4.0,0.927353,50.0
190.0,4.0,0.635382,50.0
190.0,4.0,0.978361,50.0
190.0,4.0,0.674668,50.0
190.0,4.0,0.886596,50.0
225.0,4.0,1.058999,50.0
225.0,4.0,1.068523,50.0
225.0,4.0,1.205179,50.0
225.0,4.0,1.107316,50.0
225.0,4.0,1.096734,50.0
225.0,4.0,1.031585,50.0
225.0,4.0,1.095075,50.0
225.0,4.0,1.095735,50.0
225.0,4.0,1.074631,50.0
225.0,4.0,0.571692,50.0
266.0,4.0,1.286554,50.0
266.0,4.0,1.223674,50.0
266.0,4.0,1.297169,50.0
266.0,4.0,1.166311,50.0
266.0,4.0,1.238487,50.0
266.0,4.0,0.793778,50.0
266.0,4.0,1.129739,50.0
266.0,4.0,1.247233,50.0
266.0,4.0,1.145614,50.0
266.0,4.0,1.272105,50.0
315.0,4.0,1.441248,50.0
315.0,4.0,1.516967,50.0
315.0,4.0,1.46308,50.0
315.0,4.0,1.454269,50.0
315.0,4.0,1.454943,50.0
315.0,4.0,1.525087,50.0
315.0,4.0,1.492058,50.0
315.0,4.0,1.548938,50.0
315.0,4.0,1.511022,50.0
315.0,4.0,1.302995,50.0
374.0,4.0,1.704497,50.0
374.0,4.0,1.795304,50.0
374.0,4.0,1.757937,50.0
374.0,4.0,1.751674,50.0
374.0,4.0,1.835499,50.0
374.0,4.0,1.758052,50.0
374.0,4.0,1.14685,50.0
374.0,4.0,1.776281,50.0
374.0,4.0,1.804876,50.0
374.0,4.0,1.555855,50.0
443.0,4.0,2.052023,50.0
443.0,4.0,2.146059,50.0
443.0,4.0,2.040665,50.0
443.0,4.0,2.066302,50.0
443.0,4.0,2.184123,50.0
443.0,4.0,2.162984,50.0
443.0,4.0,2.11722,50.0
443.0,4.0,2.101229,50.0
443.0,4.0,2.135371,50.0
443.0,4.0,1.904246,50.0
524.0,4.0,2.209761,50.0
524.0,4.0,2.36411,50.0
524.0,4.0,2.530957,50.0
524.0,4.0,2.387767,50.0
524.0,4.0,2.354276,50.0
524.0,4.0,2.551201,50.0
524.0,4.0,1.963721,50.0
524.0,4.0,2.454134,50.0
524.0,4.0,2.558788,50.0
524.0,4.0,2.435881,50.0
621.0,4.0,3.05273,50.0
621.0,4.0,2.625647,50.0
621.0,4.0,2.784124,50.0
621.0,4.0,2.910746,50.0
621.0,4.0,3.025074,50.0
621.0,4.0,2.633625,50.0
621.0,4.0,2.911867,50.0
621.0,4.0,3.003245,50.0
621.0,4.0,2.544228,50.0
621.0,4.0,2.750319,50.0
736.0,4.0,3.417302,50.0
736.0,4.0,3.417732,50.0
736.0,4.0,3.455081,50.0
736.0,4.0,3.414795,50.0
736.0,4.0,3.438428,50.0
736.0,4.0,3.353687,50.0
736.0,4.0,3.494881,50.0
736.0,4.0,3.388237,50.0
736.0,4.0,2.960294,50.0
736.0,4.0,3.560283,50.0
871.0,4.0,4.237121,50.0
871.0,4.0,3.615506,50.0
871.0,4.0,4.038754,50.0
871.0,4.0,3.972072,50.0
871.0,4.0,4.08287,50.0
871.0,4.0,4.168002,50.0
871.0,4.0,3.371466,50.0
871.0,4.0,4.25811,50.0
871.0,4.0,4.219601,50.0
871.0,4.0,4.094856,50.0
1032.0,4.0,4.465877,50.0
1032.0,4.0,4.761885,50.0
1032.0,4.0,4.877596,50.0
1032.0,4.0,4.911722,50.0
1032.0,4.0,4.919754,50.0
1032.0,4.0,4.811478,50.0
1032.0,4.0,4.310664,50.0
1032.0,4.0,5.085095,50.0
1032.0,4.0,4.98327,50.0
1032.0,4.0,4.706671,50.0
1223.0,4.0,4.647925,50.0
1223.0,4.0,5.734662,50.0
1223.0,4.0,5.409569,50.0
1223.0,4.0,5.683178,50.0
1223.0,4.0,5.684897,50.0
1223.0,4.0,5.82827,50.0
1223.0,4.0,5.14363,50.0
1223.0,4.0,5.269562,50.0
1223.0,4.0,5.786528,50.0
1223.0,4.0,5.739224,50.0
1448.0,4.0,6.806905,50.0
1448.0,4.0,6.937506,50.0
1448.0,4.0,5.852206,50.0
1448.0,4.0,6.120571,50.0
1448.0,4.0,6.829737,50.0
1448.0,4.0,6.837457,50.0
1448.0,4.0,6.915414,50.0
1448.0,4.0,6.964639,50.0
1448.0,4.0,5.988642,50.0
1448.0,4.0,6.950895,50.0
1715.0,4.0,7.354363,50.0
1715.0,4.0,8.095401,50.0
1715.0,4.0,8.281279,50.0
1715.0,4.0,7.270083,50.0
1715.0,4.0,7.126308,50.0
1715.0,4.0,7.589269,50.0
1715.0,4.0,7.903153,50.0
1715.0,4.0,8.309006,50.0
1715.0,4.0,7.607068,50.0
1715.0,4.0,7.896897,50.0
2032.0,4.0,9.230975,50.0
2032.0,4.0,9.66507,50.0
2032.0,4.0,9.727476,50.0
2032.0,4.0,9.693332,50.0
2032.0,4.0,9.382011,50.0
2032.0,4.0,8.367024,50.0
2032.0,4.0,9.389403,50.0
2032.0,4.0,9.956108,50.0
2032.0,4.0,9.862699,50.0
2032.0,4.0,9.209264,50.0
2407.0,4.0,11.231612,50.0
2407.0,4.0,11.31378,50.0
2407.0,4.0,11.499799,50.0
2407.0,4.0,9.915731,50.0
2407.0,4.0,9.55,50.0
2407.0,4.0,11.071159,50.0
2407.0,4.0,10.953549,50.0
2407.0,4.0,11.329502,50.0
2407.0,4.0,11.361274,50.0
2407.0,4.0,11.089651,50.0
2851.0,4.0,14.085691,50.0
2851.0,4.0,12.701573,50.0
2851.0,4.0,13.887423,50.0
2851.0,4.0,13.176296,50.0
2851.0,4.0,12.852735,50.0
2851.0,4.0,13.378494,50.0
2851.0,4.0,12.933396,50.0
2851.0,4.0,14.087476,50.0
2851.0,4.0,11.821126,50.0
2851.0,4.0,12.381492,50.0
3377.0,4.0,15.477283,50.0
3377.0,4.0,15.647238,50.0
3377.0,4.0,15.967468,50.0
3377.0,4.0,14.41013,50.0
3377.0,4.0,14.821657,50.0
3377.0,4.0,16.521971,50.0
3377.0,4.0,14.198895,50.0
3377.0,4.0,14.73261,50.0
3377.0,4.0,14.896649,50.0
3377.0,4.0,15.645464,50.0
4000.0,4.0,18.768093,50.0
4000.0,4.0,18.55089,50.0
4000.0,4.0,19.453885,50.0
4000.0,4.0,17.383728,50.0
4000.0,4.0,18.042734,50.0
4000.0,4.0,17.671077,50.0
4000.0,4.0,18.503501,50.0
4000.0,4.0,19.023346,50.0
4000.0,4.0,19.787921,50.0
4000.0,4.0,18.834141,50.0
1.0,4.0,0.007941,100.0
1.0,4.0,0.007532,100.0
1.0,4.0,0.008684,100.0
1.0,4.0,0.009106,100.0
1.0,4.0,0.008759,100.0
1.0,4.0,0.009117,100.0
1.0,4.0,0.004875,100.0
1.0,4.0,0.009229,100.0
1.0,4.0,0.016284,100.0
1.0,4.0,0.009305,100.0
2.0,4.0,0.017963,100.0
2.0,4.0,0.013029,100.0
2.0,4.0,0.01595,100.0
2.0,4.0,0.019242,100.0
2.0,4.0,0.017958,100.0
2.0,4.0,0.013709,100.0
2.0,4.0,0.020647,100.0
2.0,4.0,0.020141,100.0
2.0,4.0,0.016564,100.0
2.0,4.0,0.017226,100.0
3.0,4.0,0.030293,100.0
3.0,4.0,0.029497,100.0
3.0,4.0,0.021299,100.0
3.0,4.0,0.02669,100.0
3.0,4.0,0.025757,100.0
3.0,4.0,0.042045,100.0
3.0,4.0,0.031739,100.0
3.0,4.0,0.028131,100.0
3.0,4.0,0.025842,100.0
3.0,4.0,0.02581,100.0
4.0,4.0,0.034299,100.0
4.0,4.0,0.037061,100.0
4.0,4.0,0.0245,100.0
4.0,4.0,0.034037,100.0
4.0,4.0,0.036583,100.0
4.0,4.0,0.039048,100.0
4.0,4.0,0.039531,100.0
4.0,4.0,0.035241,100.0
4.0,4.0,0.033682,100.0
4.0,4.0,0.02992,100.0
5.0,4.0,0.045457,100.0
5.0,4.0,0.03823,100.0
5.0,4.0,0.046519,100.0
5.0,4.0,0.047258,100.0
5.0,4.0,0.04707,100.0
5.0,4.0,0.054074,100.0
5.0,4.0,0.074037,100.0
5.0,4.0,0.072654,100.0
5.0,4.0,0.046069,100.0
5.0,4.0,0.032852,100.0
6.0,4.0,0.054785,100.0
6.0,4.0,0.058389,100.0
6.0,4.0,0.054961,100.0
6.0,4.0,0.046773,100.0
6.0,4.0,0.054751,100.0
6.0,4.0,0.070477,100.0
6.0,4.0,0.05568,100.0
6.0,4.0,0.05532,100.0
6.0,4.0,0.050789,100.0
6.0,4.0,0.03945,100.0
7.0,4.0,0.064823,100.0
7.0,4.0,0.071526,100.0
7.0,4.0,0.094332,100.0
7.0,4.0,0.075877,100.0
7.0,4.0,0.065363,100.0
7.0,4.0,0.067454,100.0
7.0,4.0,0.070394,100.0
7.0,4.0,0.064239,100.0
7.0,4.0,0.069893,100.0
7.0,4.0,0.079038,100.0
9.0,4.0,0.086599,100.0
9.0,4.0,0.084118,100.0
9.0,4.0,0.075159,100.0
9.0,4.0,0.140269,100.0
9.0,4.0,0.093684,100.0
9.0,4.0,0.086934,100.0
9.0,4.0,0.087666,100.0
9.0,4.0,0.089752,100.0
9.0,4.0,0.08248,100.0
9.0,4.0,0.080864,100.0
10.0,4.0,0.093337,100.0
10.0,4.0,0.08811,100.0
10.0,4.0,0.093488,100.0
10.0,4.0,0.07829,100.0
10.0,4.0,0.099252,100.0
10.0,4.0,0.086478,100.0
10.0,4.0,0.098962,100.0
10.0,4.0,0.096597,100.0
10.0,4.0,0.092488,100.0
10.0,4.0,0.096037,100.0
12.0,4.0,0.117645,100.0
12.0,4.0,0.095202,100.0
12.0,4.0,0.114468,100.0
12.0,4.0,0.105276,100.0
12.0,4.0,0.107809,100.0
12.0,4.0,0.103252,100.0
12.0,4.0,0.107973,100.0
12.0,4.0,0.11864,100.0
12.0,4.0,0.106679,100.0
12.0,4.0,0.087663,100.0
15.0,4.0,0.131673,100.0
15.0,4.0,0.139454,100.0
15.0,4.0,0.136079,100.0
15.0,4.0,0.146693,100.0
15.0,4.0,0.113308,100.0
15.0,4.0,0.075074,100.0
15.0,4.0,0.127246,100.0
15.0,4.0,0.147634,100.0
15.0,4.0,0.136864,100.0
15.0,4.0,0.134823,100.0
17.0,4.0,0.15455,100.0
17.0,4.0,0.160552,100.0
17.0,4.0,0.14407,100.0
17.0,4.0,0.193623,100.0
17.0,4.0,0.166384,100.0
17.0,4.0,0.085417,100.0
17.0,4.0,0.143627,100.0
17.0,4.0,0.145259,100.0
17.0,4.0,0.161306,100.0
17.0,4.0,0.142632,100.0
21.0,4.0,0.178521,100.0
21.0,4.0,0.196527,100.0
21.0,4.0,0.109943,100.0
21.0,4.0,0.192855,100.0
21.0,4.0,0.199805,100.0
21.0,4.0,0.177221,100.0
21.0,4.0,0.197111,100.0
21.0,4.0,0.199233,100.0
21.0,4.0,0.199184,100.0
21.0,4.0,0.177379,100.0
24.0,4.0,0.221078,100.0
24.0,4.0,0.22702,100.0
24.0,4.0,0.121815,100.0
24.0,4.0,0.226878,100.0
24.0,4.0,0.19191,100.0
24.0,4.0,0.205829,100.0
24.0,4.0,0.238872,100.0
24.0,4.0,0.218308,100.0
24.0,4.0,0.229315,100.0
24.0,4.0,0.23254,100.0
29.0,4.0,0.267837,100.0
29.0,4.0,0.265925,100.0
29.0,4.0,0.149197,100.0
29.0,4.0,0.249298,100.0
29.0,4.0,0.277663,100.0
29.0,4.0,0.267065,100.0
29.0,4.0,0.268138,100.0
29.0,4.0,0.263993,100.0
29.0,4.0,0.243982,100.0
29.0,4.0,0.246049,100.0
34.0,4.0,0.299442,100.0
34.0,4.0,0.173774,100.0
34.0,4.0,0.325858,100.0
34.0,4.0,0.28662,100.0
34.0,4.0,0.318217,100.0
34.0,4.0,0.313631,100.0
34.0,4.0,0.318911,100.0
34.0,4.0,0.274065,100.0
34.0,4.0,0.288982,100.0
34.0,4.0,0.287624,100.0
41.0,4.0,0.392919,100.0
41.0,4.0,0.376479,100.0
41.0,4.0,0.395011,100.0
41.0,4.0,0.368517,100.0
41.0,4.0,0.230685,100.0
41.0,4.0,0.349116,100.0
41.0,4.0,0.322798,100.0
41.0,4.0,0.393507,100.0
41.0,4.0,0.401597,100.0
41.0,4.0,0.402748,100.0
49.0,4.0,0.476964,100.0
49.0,4.0,0.417886,100.0
49.0,4.0,0.444198,100.0
49.0,4.0,0.398599,100.0
49.0,4.0,0.421428,100.0
49.0,4.0,0.387939,100.0
49.0,4.0,0.472859,100.0
49.0,4.0,0.464366,100.0
49.0,4.0,0.47973,100.0
49.0,4.0,0.486199,100.0
58.0,4.0,0.43881,100.0
58.0,4.0,0.508074,100.0
58.0,4.0,0.482767,100.0
58.0,4.0,0.344708,100.0
58.0,4.0,0.564721,100.0
58.0,4.0,0.561531,100.0
58.0,4.0,0.546181,100.0
58.0,4.0,0.53102,100.0
58.0,4.0,0.558679,100.0
58.0,4.0,0.607405,100.0
68.0,4.0,0.632806,100.0
68.0,4.0,0.618789,100.0
68.0,4.0,0.61937,100.0
68.0,4.0,0.616497,100.0
68.0,4.0,0.648911,100.0
68.0,4.0,0.643818,100.0
68.0,4.0,0.628858,100.0
68.0,4.0,0.463393,100.0
68.0,4.0,0.562392,100.0
68.0,4.0,0.667132,100.0
81.0,4.0,0.75282,100.0
81.0,4.0,0.73359,100.0
81.0,4.0,0.777358,100.0
81.0,4.0,0.764888,100.0
81.0,4.0,0.775024,100.0
81.0,4.0,0.767564,100.0
81.0,4.0,0.62427,100.0
81.0,4.0,0.81348,100.0
81.0,4.0,0.64785,100.0
81.0,4.0,0.733095,100.0
96.0,4.0,0.870706,100.0
96.0,4.0,0.875545,100.0
96.0,4.0,0.870975,100.0
96.0,4.0,0.892573,100.0
96.0,4.0,0.90742,100.0
96.0,4.0,0.897451,100.0
96.0,4.0,0.9004,100.0
96.0,4.0,0.76521,100.0
96.0,4.0,0.89452,100.0
96.0,4.0,0.887419,100.0
114.0,4.0,1.100613,100.0
114.0,4.0,0.756978,100.0
114.0,4.0,1.093496,100.0
114.0,4.0,0.76647,100.0
114.0,4.0,0.818027,100.0
114.0,4.0,1.029326,100.0
114.0,4.0,1.004718,100.0
114.0,4.0,1.024174,100.0
114.0,4.0,1.027422,100.0
114.0,4.0,0.767151,100.0
135.0,4.0,1.206653,100.0
135.0,4.0,1.236406,100.0
135.0,4.0,1.294013,100.0
135.0,4.0,1.159278,100.0
135.0,4.0,1.328037,100.0
135.0,4.0,1.162173,100.0
135.0,4.0,1.070569,100.0
135.0,4.0,1.249322,100.0
135.0,4.0,1.323369,100.0
135.0,4.0,1.219188,100.0
160.0,4.0,1.421332,100.0
160.0,4.0,1.5099,100.0
160.0,4.0,1.509671,100.0
160.0,4.0,1.530272,100.0
160.0,4.0,1.492783,100.0
160.0,4.0,1.53555,100.0
160.0,4.0,1.53768,100.0
160.0,4.0,0.971251,100.0
160.0,4.0,1.570382,100.0
160.0,4.0,1.573952,100.0
190.0,4.0,1.769821,100.0
190.0,4.0,1.786432,100.0
190.0,4.0,1.615363,100.0
190.0,4.0,1.728718,100.0
190.0,4.0,1.815076,100.0
190.0,4.0,1.688741,100.0
190.0,4.0,1.507659,100.0
190.0,4.0,1.588252,100.0
190.0,4.0,1.794356,100.0
190.0,4.0,1.78388,100.0
225.0,4.0,1.865624,100.0
225.0,4.0,2.071477,100.0
225.0,4.0,1.9798,100.0
225.0,4.0,2.088432,100.0
225.0,4.0,2.096314,100.0
225.0,4.0,2.103786,100.0
225.0,4.0,2.029088,100.0
225.0,4.0,2.176767,100.0
225.0,4.0,2.175248,100.0
225.0,4.0,1.639784,100.0
266.0,4.0,2.433398,100.0
266.0,4.0,2.515952,100.0
266.0,4.0,2.41872,100.0
266.0,4.0,2.396563,100.0
266.0,4.0,1.569162,100.0
266.0,4.0,2.465509,100.0
266.0,4.0,2.465796,100.0
266.0,4.0,2.463952,100.0
266.0,4.0,2.472044,100.0
266.0,4.0,2.477816,100.0
315.0,4.0,2.904862,100.0
315.0,4.0,2.938452,100.0
315.0,4.0,3.126009,100.0
315.0,4.0,3.049549,100.0
315.0,4.0,3.002315,100.0
315.0,4.0,2.589799,100.0
315.0,4.0,2.089101,100.0
315.0,4.0,2.895407,100.0
315.0,4.0,2.966073,100.0
315.0,4.0,2.666856,100.0
374.0,4.0,3.468048,100.0
374.0,4.0,3.501158,100.0
374.0,4.0,3.304787,100.0
374.0,4.0,3.086442,100.0
374.0,4.0,3.334202,100.0
374.0,4.0,3.370869,100.0
374.0,4.0,2.822086,100.0
374.0,4.0,3.206126,100.0
374.0,4.0,3.470863,100.0
374.0,4.0,3.38054,100.0
443.0,4.0,4.106749,100.0
443.0,4.0,4.197101,100.0
443.0,4.0,3.706314,100.0
443.0,4.0,3.70136,100.0
443.0,4.0,4.084131,100.0
443.0,4.0,3.954216,100.0
443.0,4.0,4.045528,100.0
443.0,4.0,4.010489,100.0
443.0,4.0,4.223162,100.0
443.0,4.0,4.123634,100.0
524.0,4.0,4.956489,100.0
524.0,4.0,4.769119,100.0
524.0,4.0,4.785992,100.0
524.0,4.0,4.924044,100.0
524.0,4.0,4.207195,100.0
524.0,4.0,4.70571,100.0
524.0,4.0,4.934027,100.0
524.0,4.0,4.798203,100.0
524.0,4.0,4.398228,100.0
524.0,4.0,4.113165,100.0
621.0,4.0,5.058734,100.0
621.0,4.0,5.189372,100.0
621.0,4.0,6.049183,100.0
621.0,4.0,5.281249,100.0
621.0,4.0,5.749499,100.0
621.0,4.0,5.925004,100.0
621.0,4.0,5.749595,100.0
621.0,4.0,5.883143,100.0
621.0,4.0,5.765654,100.0
621.0,4.0,5.744952,100.0
736.0,4.0,6.544068,100.0
736.0,4.0,6.601348,100.0
736.0,4.0,7.165389,100.0
736.0,4.0,6.600811,100.0
736.0,4.0,6.43982,100.0
736.0,4.0,6.54876,100.0
736.0,4.0,7.036092,100.0
736.0,4.0,6.986315,100.0
736.0,4.0,5.231582,100.0
736.0,4.0,6.81404,100.0
871.0,4.0,7.978091,100.0
871.0,4.0,7.947206,100.0
871.0,4.0,8.197179,100.0
871.0,4.0,7.655834,100.0
871.0,4.0,8.04965,100.0
871.0,4.0,8.319242,100.0
871.0,4.0,7.703263,100.0
871.0,4.0,6.796254,100.0
871.0,4.0,7.521407,100.0
871.0,4.0,8.223883,100.0
1032.0,4.0,9.456013,100.0
1032.0,4.0,9.413167,100.0
1032.0,4.0,9.319361,100.0
1032.0,4.0,8.741935,100.0
1032.0,4.0,9.038177,100.0
1032.0,4.0,9.274524,100.0
1032.0,4.0,9.488776,100.0
1032.0,4.0,8.276573,100.0
1032.0,4.0,9.873152,100.0
1032.0,4.0,8.94324,100.0
1223.0,4.0,11.525943,100.0
1223.0,4.0,11.289415,100.0
1223.0,4.0,11.025234,100.0
1223.0,4.0,10.984131,100.0
1223.0,4.0,11.083428,100.0
1223.0,4.0,10.495825,100.0
1223.0,4.0,10.146084,100.0
1223.0,4.0,11.496002,100.0
1223.0,4.0,11.063343,100.0
1223.0,4.0,10.232644,100.0
1448.0,4.0,12.902559,100.0
1448.0,4.0,13.546914,100.0
1448.0,4.0,13.581799,100.0
1448.0,4.0,13.792441,100.0
